%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = Time (ms)
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
388.0, -41921.46, -5348.33, -10232.79, -7040.96, -4767.20, -2805.17, -21122.35, -40244.23, 0.00, 0.00, 0.00
392.0, -41513.02, -5421.33, -9905.00, -6827.63, -4780.30, -2807.27, -21116.74, -39979.04, 0.00, 0.00, 0.00
396.0, -42094.43, -5350.16, -10229.12, -7282.24, -4895.57, -2630.89, -20932.10, -40129.25, 0.00, 0.00, 0.00
400.0, -42597.02, -5225.19, -10606.06, -7568.10, -4909.36, -2605.45, -20917.12, -40424.96, 0.00, 0.00, 0.00
404.0, -42018.39, -5276.78, -10265.91, -7101.64, -4795.37, -2817.68, -21145.93, -40251.49, 0.00, 0.00, 0.00
408.0, -41464.41, -5377.47, -9868.63, -6777.70, -4779.67, -2845.73, -21164.78, -39960.02, 0.00, 0.00, 0.00
412.0, -41918.62, -5351.43, -10109.40, -7170.06, -4881.00, -2669.38, -20973.13, -40051.02, 0.00, 0.00, 0.00
416.0, -42567.53, -5217.37, -10575.86, -7585.33, -4911.71, -2582.30, -20895.71, -40394.23, 0.00, 0.00, 0.00
420.0, -42179.84, -5241.04, -10382.03, -7256.96, -4797.18, -2754.43, -21087.91, -40338.44, 0.00, 0.00, 0.00
424.0, -41470.33, -5377.02, -9888.52, -6799.51, -4752.67, -2878.68, -21210.38, -39984.41, 0.00, 0.00, 0.00
428.0, -41738.57, -5353.29, -9996.86, -7062.26, -4856.74, -2724.10, -21039.96, -39970.66, 0.00, 0.00, 0.00
432.0, -42492.25, -5178.59, -10512.16, -7571.05, -4914.19, -2571.88, -20895.46, -40331.02, 0.00, 0.00, 0.00
436.0, -42267.04, -5190.10, -10416.90, -7326.68, -4819.10, -2746.63, -21089.16, -40328.18, 0.00, 0.00, 0.00
440.0, -41501.13, -5311.65, -9897.96, -6800.99, -4752.14, -2892.78, -21232.37, -39975.07, 0.00, 0.00, 0.00
444.0, -41608.26, -5316.36, -9895.99, -6959.28, -4829.50, -2752.73, -21078.74, -39898.78, 0.00, 0.00, 0.00
448.0, -42405.04, -5152.84, -10428.05, -7526.93, -4907.26, -2565.00, -20894.61, -40253.86, 0.00, 0.00, 0.00
452.0, -42400.57, -5086.52, -10497.27, -7457.28, -4829.41, -2676.40, -21028.12, -40379.59, 0.00, 0.00, 0.00
456.0, -41603.99, -5208.90, -9983.36, -6905.03, -4736.31, -2871.86, -21224.90, -40052.07, 0.00, 0.00, 0.00
460.0, -41497.18, -5263.19, -9848.42, -6918.00, -4792.46, -2801.90, -21139.09, -39885.34, 0.00, 0.00, 0.00
464.0, -42238.45, -5156.73, -10314.75, -7450.71, -4896.91, -2619.71, -20954.92, -40159.63, 0.00, 0.00, 0.00
468.0, -42457.41, -5060.21, -10532.25, -7537.03, -4848.16, -2646.38, -20998.59, -40384.46, 0.00, 0.00, 0.00
472.0, -41712.31, -5152.68, -10068.63, -7005.48, -4727.17, -2844.57, -21204.96, -40114.00, 0.00, 0.00, 0.00
